index,mean,std,5%,50%,95%,pid
n_samples,500.0,0.0,500.0,500.0,500.0,impmu2jhk82l8arflpz8piqg
exploration_constant,3.0,0.0,3.0,3.0,3.0,impmu2jhk82l8arflpz8piqg
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,impmu2jhk82l8arflpz8piqg
temp,1.3315533814430236,1.9781508058053063,-2.540981709957123,1.5755025148391724,4.205674338340759,za5cajhpdzji0czv30c1gsci
lapse,0.5323549831658602,0.6957355904019605,-0.7354878723621369,0.6123690903186798,1.6938395678997036,za5cajhpdzji0czv30c1gsci
aligned_weight,0.7102937929704786,0.5489704830400344,-0.1257943511009216,0.6983330249786377,1.6684902250766742,za5cajhpdzji0czv30c1gsci
orthogonal_weight,0.5430820826292038,0.4476372964147914,-0.24853311479091642,0.6058080792427063,1.0515778899192805,za5cajhpdzji0czv30c1gsci
horizon,1.3775673391819,1.4526004639932324,-1.0340409755706788,1.4038507342338562,3.7556011557579034,za5cajhpdzji0czv30c1gsci
n_samples,500.0,0.0,500.0,500.0,500.0,za5cajhpdzji0czv30c1gsci
exploration_constant,3.0,0.0,3.0,3.0,3.0,za5cajhpdzji0czv30c1gsci
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,za5cajhpdzji0czv30c1gsci
temp,1.3675924337804317,2.2051867140287205,-2.940475976467132,1.569384753704071,4.822475266456604,knz87xgiel0c3y7708yr6lrj
lapse,0.477676835373044,0.7590241922449169,-0.9595184087753296,0.5961856245994568,1.6986109137535088,knz87xgiel0c3y7708yr6lrj
aligned_weight,0.669551615871489,0.57233062209289,-0.30961295068264005,0.6783041656017303,1.5902501940727232,knz87xgiel0c3y7708yr6lrj
orthogonal_weight,0.5541905554831028,0.45370444474252997,-0.17434869408607473,0.5996580421924591,1.0981876075267791,knz87xgiel0c3y7708yr6lrj
horizon,1.4331266350746155,1.4087005038216622,-0.8629064261913297,1.3880367875099182,3.9067541003227193,knz87xgiel0c3y7708yr6lrj
n_samples,500.0,0.0,500.0,500.0,500.0,knz87xgiel0c3y7708yr6lrj
exploration_constant,3.0,0.0,3.0,3.0,3.0,knz87xgiel0c3y7708yr6lrj
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,knz87xgiel0c3y7708yr6lrj
temp,1.3862823696136475,1.9672761368015594,-2.578415060043335,1.580785095691681,4.359266853332517,hhdw7dy16rvvw0zlgi7e5ut6
lapse,0.458804308578372,0.702143758641578,-0.836693787574768,0.5844159126281738,1.5804855704307552,hhdw7dy16rvvw0zlgi7e5ut6
aligned_weight,0.6884049556143582,0.5378812566861632,-0.2592841863632202,0.6860917806625366,1.5823291182518002,hhdw7dy16rvvw0zlgi7e5ut6
orthogonal_weight,0.5488516348600387,0.4082617235126157,-0.12359132170677184,0.6147275567054749,0.9793924063444136,hhdw7dy16rvvw0zlgi7e5ut6
horizon,1.3859398354291916,1.3857808876873277,-0.9640236973762512,1.3621498942375183,3.8129155278205853,hhdw7dy16rvvw0zlgi7e5ut6
n_samples,500.0,0.0,500.0,500.0,500.0,hhdw7dy16rvvw0zlgi7e5ut6
exploration_constant,3.0,0.0,3.0,3.0,3.0,hhdw7dy16rvvw0zlgi7e5ut6
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,hhdw7dy16rvvw0zlgi7e5ut6
temp,1.30882348126173,1.9188683862256124,-2.6048524260520933,1.5789769291877747,4.110413742065429,akeyl8q4l3gz9ph7qpy98zjz
lapse,0.5108836153745652,0.7248980790148678,-0.7933784246444702,0.6007642149925232,1.7022955417633048,akeyl8q4l3gz9ph7qpy98zjz
aligned_weight,0.6875860835202038,0.6078384057060273,-0.31076988875865924,0.6803914606571198,1.728726267814636,akeyl8q4l3gz9ph7qpy98zjz
orthogonal_weight,0.524481304883957,0.47682391109311806,-0.3405868589878082,0.5897325575351715,1.1490971744060514,akeyl8q4l3gz9ph7qpy98zjz
horizon,1.4034989889860152,1.3614328241420637,-0.8395678043365478,1.4022639989852905,3.7829303860664325,akeyl8q4l3gz9ph7qpy98zjz
n_samples,500.0,0.0,500.0,500.0,500.0,akeyl8q4l3gz9ph7qpy98zjz
exploration_constant,3.0,0.0,3.0,3.0,3.0,akeyl8q4l3gz9ph7qpy98zjz
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,akeyl8q4l3gz9ph7qpy98zjz
